(((8, 7, 3), (10, 7, 3)), 2)
(((5, 1, 1), (5, 4, 3)), 1)
(((0, 1, 3), (2, 1, 2)), 1)
(((0, 4, 4), (3, 4, 2)), 1)
(((3, 4, 2), (5, 4, 3)), 1)
(((4, 0, 5), (4, 3, 4)), 2)
(((1, 0, 2), (4, 0, 5)), 2)
(((2, 3, 3), (4, 3, 4)), 2)
(((7, 1, 2), (10, 1, 2)), 1)
(((7, 4, 3), (7, 6, 5)), 1)
(((4, 6, 2), (7, 6, 5)), 2)
(((10, 5, 2), (10, 7, 3)), 1)
(((0, 6, 2), (2, 6, 1)), 1)
(((4, 0, 5), (6, 0, 4)), 1)
(((1, 7, 2), (3, 7, 4)), 2)
(((9, 4, 1), (9, 6, 3)), 1)
(((6, 0, 4), (9, 0, 2)), 2)
(((3, 7, 4), (6, 7, 3)), 2)
(((7, 1, 2), (7, 4, 3)), 1)
(((2, 1, 2), (2, 3, 3)), 1)
(((6, 7, 3), (8, 7, 3)), 1)
(((10, 3, 3), (10, 5, 2)), 1)
(((8, 3, 2), (10, 3, 3)), 1)
(((10, 1, 2), (10, 3, 3)), 1)
(((6, 0, 4), (6, 3, 1)), 1)
(((7, 6, 5), (9, 6, 3)), 2)
(((0, 1, 3), (0, 4, 4)), 2)
(((5, 4, 3), (7, 4, 3)), 1)
(((0, 4, 4), (0, 6, 2)), 1)
(((8, 3, 2), (8, 5, 1)), 1)
