(((8, 0, 3), (8, 4, 3)), 1)
(((0, 2, 3), (0, 5, 4)), 1)
(((6, 0, 2), (6, 5, 8)), 2)
(((0, 2, 3), (4, 2, 1)), 1)
(((4, 6, 1), (4, 8, 3)), 1)
(((8, 0, 3), (12, 0, 3)), 2)
(((8, 4, 3), (10, 4, 2)), 2)
(((6, 5, 8), (12, 5, 3)), 2)
(((0, 5, 4), (6, 5, 8)), 2)
(((0, 0, 2), (0, 2, 3)), 1)
(((4, 8, 3), (4, 10, 3)), 1)
(((2, 10, 2), (4, 10, 3)), 2)
(((12, 6, 1), (12, 10, 2)), 1)
(((10, 8, 3), (10, 10, 4)), 2)
(((0, 5, 4), (0, 8, 2)), 1)
(((12, 0, 3), (12, 5, 3)), 1)
(((6, 8, 5), (10, 8, 3)), 1)
(((10, 10, 4), (12, 10, 2)), 1)
(((6, 8, 5), (6, 10, 2)), 2)
(((6, 5, 8), (6, 8, 5)), 2)
(((0, 0, 2), (4, 0, 1)), 1)
(((8, 10, 1), (10, 10, 4)), 1)
(((0, 8, 2), (4, 8, 3)), 1)
